Cargo,GRUPO EMPRESA,Matricula,Idade,Estado,Classif. Salário,Situação,Tempo de Empresa,Vale Aliment.,Vale Refei.,Vale Transp.,Qtd. Dependentes,Conv. Médico,Conv. Odonto,Qtd. Promoções,Predição
AUX SERV GERAIS,EMPRESA B,B05938,47,MG,Alto,0,"1,19","1,0","1,0","1,0","0,0","1,0","1,0","0,0",Será desligado
ELETROMECANICO PL,EMPRESA C,C02022,47,SP,Médio,0,"1,23","0,0","1,0","1,0","1,0","0,0","0,0","1,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA C,C02052,47,SC,Baixo,0,"1,25","0,0","1,0","0,0","1,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B01747,47,SP,Médio,0,"1,36","0,0","1,0","1,0","1,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B02202,47,SP,Médio,0,"1,38","0,0","1,0","0,0","0,0","0,0","0,0","1,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA C,C03029,47,SP,Alto,0,"1,42","0,0","1,0","0,0","3,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02868,47,SP,Médio,0,"1,62","0,0","1,0","1,0","1,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA A,A03819,47,SP,Alto,0,"1,67","0,0","1,0","1,0","2,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02098,47,SP,Alto,0,"1,77","0,0","1,0","1,0","2,0","0,0","0,0","2,0",Será desligado
COORD OPERACIONAL,EMPRESA B,B01739,47,SP,Alto,0,"1,8","0,0","1,0","0,0","2,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B00703,47,SP,Médio,0,2,"1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA A,A00582,47,SP,Alto,0,"2,03","0,0","1,0","0,0","1,0","0,0","0,0","1,0",Será desligado
ELETROMECANICO PL,EMPRESA C,C02559,47,SP,Alto,0,"2,12","0,0","1,0","0,0","1,0","1,0","1,0","0,0",Será desligado
GERENTE OPERACIONAL,EMPRESA A,A01540,47,SP,Alto,0,"2,13","0,0","1,0","0,0","2,0","1,0","0,0","2,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B01583,47,SP,Médio,0,"2,14","1,0","1,0","1,0","2,0","0,0","1,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA C,C00685,47,SP,Médio,0,"2,54","0,0","1,0","0,0","1,0","0,0","0,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA C,C00731,47,SP,Médio,0,"2,8","0,0","1,0","0,0","0,0","1,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B00729,47,SP,Médio,0,"3,1","1,0","1,0","1,0","0,0","0,0","0,0","1,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA C,C00353,47,SP,Médio,0,"3,13","0,0","1,0","0,0","1,0","0,0","0,0","0,0",Será desligado
SUPERVISOR,EMPRESA A,A01618,47,BA,Alto,0,"3,78","1,0","1,0","1,0","2,0","0,0","0,0","3,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B00655,47,SP,Médio,0,"3,99","1,0","1,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05266,48,SP,Médio,0,0,"0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA C,C03138,48,ES,Alto,0,"0,01","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05873,48,MT,Alto,0,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04621,48,RS,Baixo,0,"0,01","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A05981,48,SP,Alto,0,"0,01","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B02033,48,SP,Médio,0,"0,01","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B02101,48,SP,Médio,0,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B07008,48,SP,Alto,0,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02076,48,MT,Médio,0,"0,02","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B03311,48,SP,Médio,0,"0,02","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
LIDER DE LOGISTICA,EMPRESA B,B04193,48,SP,Baixo,0,"0,02","0,0","0,0","1,0","3,0","1,0","0,0","0,0",Será desligado
SOLDADOR,EMPRESA A,A11414,48,MG,Médio,0,"0,03","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06046,48,SP,Alto,0,"0,03","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
COPEIRA PL,EMPRESA B,B07004,48,SP,Alto,0,"0,03","0,0","0,0","0,0","1,0","1,0","1,0","0,0",Não sera desligado
TEC EM SEGURANCA SR,EMPRESA A,A09500,48,SP,Médio,0,"0,03","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02528,48,BA,Baixo,0,"0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04733,48,BA,Médio,0,"0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06561,48,MT,Alto,0,"0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA C,C03075,48,SP,Alto,0,"0,04","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A02226,48,SP,Baixo,0,"0,05","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A07170,48,SP,Médio,0,"0,05","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC. MANUT ELETRONIC,EMPRESA A,A06056,48,SP,Baixo,0,"0,05","0,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
ENCARREGADO LIMPEZA,EMPRESA B,B06221,48,MG,Baixo,0,"0,06","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Não sera desligado
MECANICO PL,EMPRESA A,A05035,48,MT,Médio,0,"0,06","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B00502,48,SP,Médio,0,"0,06","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AUX JARDINAGEM,EMPRESA B,B01977,48,SP,Médio,0,"0,06","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B06117,48,SP,Alto,0,"0,06","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03679,48,RJ,Médio,0,"0,07","0,0","0,0","1,0","2,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06863,48,RJ,Alto,0,"0,07","0,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B03407,48,SP,Médio,0,"0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETROMECANICO PL,EMPRESA C,C00277,48,SP,Médio,0,"0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02197,48,BA,Médio,0,"0,08","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA A,A01001,48,MG,Médio,0,"0,08","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B03644,48,SP,Médio,0,"0,08","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C00548,48,SP,Médio,0,"0,08","0,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
SOLDADOR PL,EMPRESA C,C02611,48,SP,Médio,0,"0,08","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TECNICO MECANICA,EMPRESA A,A08242,48,SP,Alto,0,"0,08","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B04749,48,SP,Médio,0,"0,09","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
SOLDADOR PL,EMPRESA A,A09828,48,SP,Alto,0,"0,09","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B02665,48,SP,Médio,0,"0,1","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05031,48,SP,Médio,0,"0,1","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C02918,48,MT,Médio,0,"0,11","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B00773,48,SP,Médio,0,"0,11","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA A,A08403,48,SP,Alto,0,"0,11","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
SUPERVISOR,EMPRESA A,A03958,48,SP,Alto,0,"0,11","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
SUPERVISOR PROJ SR,EMPRESA A,A10343,48,SP,Alto,0,"0,11","0,0","0,0","0,0","2,0","1,0","1,0","0,0",Não sera desligado
AUX SERV GERAIS,EMPRESA B,B03279,48,BA,Médio,0,"0,12","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA A,A03562,48,BA,Baixo,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03506,48,MT,Médio,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04635,48,RJ,Médio,0,"0,12","0,0","0,0","1,0","1,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06350,48,RS,Alto,0,"0,12","0,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B01824,48,SP,Médio,0,"0,12","0,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B02034,48,SP,Médio,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B04337,48,SP,Médio,0,"0,12","1,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05161,48,SP,Alto,0,"0,12","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02378,48,SP,Médio,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05996,48,SP,Alto,0,"0,12","1,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA A,A06224,48,SP,Médio,0,"0,12","1,0","0,0","1,0","3,0","0,0","0,0","0,0",Será desligado
SOLDADOR PL,EMPRESA A,A05361,48,MG,Médio,0,"0,13","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
TEC. ELET. MANUT PL,EMPRESA A,A04315,48,MG,Baixo,0,"0,13","0,0","0,0","0,0","4,0","0,0","0,0","0,0",Será desligado
MECANICO REFRIG PL,EMPRESA A,A00048,48,SP,Médio,0,"0,13","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06120,48,MT,Alto,0,"0,14","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SUPERVISOR,EMPRESA B,B00962,48,SP,Médio,0,"0,14","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
COORD OPERACIONAL,EMPRESA A,A06151,48,GO,Médio,0,"0,15","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A06087,48,SP,Médio,0,"0,15","0,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A04111,48,SP,Médio,0,"0,15","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A00413,48,RJ,Médio,0,"0,16","0,0","0,0","0,0","2,0","1,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C00886,48,SP,Médio,0,"0,16","0,0","0,0","0,0","1,0","1,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A01251,48,SP,Médio,0,"0,16","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA B,B02407,48,BA,Médio,0,"0,17","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO REFRIG PL,EMPRESA C,C02627,48,RJ,Alto,0,"0,17","0,0","0,0","0,0","1,0","1,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B03997,48,SP,Médio,0,"0,17","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A07989,48,RJ,Alto,0,"0,19","1,0","0,0","0,0","1,0","1,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B04524,48,SP,Médio,0,"0,19","0,0","0,0","1,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06722,48,TO,Médio,0,"0,19","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07012,48,BA,Alto,0,"0,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA A,A03181,48,MG,Baixo,0,"0,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A05103,48,MG,Médio,0,"0,2","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06357,48,MT,Alto,0,"0,2","0,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05375,48,SP,Alto,0,"0,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SUPERVISOR,EMPRESA A,A04236,48,SP,Médio,0,"0,2","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
LIDER DE JARDINAGEM,EMPRESA B,B01962,48,SP,Médio,0,"0,21","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SUPERVISOR PROJ SR,EMPRESA A,A09947,48,SP,Alto,0,"0,21","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO PL,EMPRESA A,A03128,48,MS,Baixo,0,"0,22","0,0","0,0","0,0","4,0","1,0","0,0","0,0",Será desligado
COPEIRA PL,EMPRESA B,B01005,48,SP,Médio,0,"0,22","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B04025,48,SP,Alto,0,"0,22","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A04102,48,SP,Médio,0,"0,22","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B01970,48,SP,Médio,0,"0,23","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
CALDEIREIRO PL,EMPRESA A,A04582,48,BA,Médio,0,"0,24","1,0","0,0","0,0","2,0","1,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A06034,48,MG,Alto,0,"0,24","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05130,48,MT,Médio,0,"0,24","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B04092,48,PR,Médio,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A06848,48,PR,Alto,0,"0,24","0,0","0,0","0,0","1,0","0,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B01791,48,SP,Médio,0,"0,24","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B01841,48,SP,Médio,0,"0,24","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B03065,48,SP,Médio,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06088,48,SP,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
CONTR DE ACESSO,EMPRESA B,B01644,48,SP,Baixo,0,"0,24","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ELETROMECANICO PL,EMPRESA C,C02381,48,SP,Médio,0,"0,24","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
ELETROTECNICO,EMPRESA A,A06341,48,SP,Alto,0,"0,24","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B05594,48,SP,Alto,0,"0,24","1,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B06757,48,SP,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A10037,48,SP,Alto,0,"0,24","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
SUPERVISOR,EMPRESA C,C00282,48,SP,Médio,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03814,48,PR,Alto,0,"0,25","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SUPERVISOR,EMPRESA C,C02337,48,PR,Alto,0,"0,25","0,0","0,0","0,0","3,0","0,0","1,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B00320,48,GO,Baixo,0,"0,27","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
PINTOR PREDIAL,EMPRESA A,A03225,48,RJ,Alto,0,"0,28","1,0","0,0","1,0","3,0","1,0","1,0","0,0",Será desligado
PINTOR PREDIAL,EMPRESA A,A03226,48,RJ,Alto,0,"0,28","1,0","0,0","1,0","0,0","1,0","1,0","0,0",Será desligado
ALMOXARIFE,EMPRESA A,A03404,48,SP,Médio,0,"0,28","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SUPERVISOR PROJ SR,EMPRESA A,A04183,48,SP,Alto,0,"0,28","0,0","0,0","0,0","2,0","1,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A03972,48,SP,Médio,0,"0,28","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A04025,48,RJ,Médio,0,"0,29","1,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA A,A04068,48,SP,Médio,0,"0,3","0,0","0,0","0,0","1,0","1,0","1,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A05077,48,SP,Médio,0,"0,31","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06067,48,SP,Alto,0,"0,32","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ENCANADOR,EMPRESA A,A09648,48,MG,Alto,0,"0,33","1,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
SOLDADOR PL,EMPRESA A,A07438,48,MT,Médio,0,"0,33","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
PINTOR PREDIAL,EMPRESA A,A02242,48,MG,Baixo,0,"0,34","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
1/2 OF DE MANUTENCAO,EMPRESA A,A03847,48,MG,Médio,0,"0,35","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03616,48,SP,Médio,0,"0,35","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A05286,48,SP,Alto,0,"0,35","0,0","0,0","0,0","1,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B01879,48,SP,Médio,0,"0,36","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A01534,48,MG,Médio,0,"0,37","0,0","0,0","1,0","1,0","1,0","1,0","0,0",Será desligado
VIGIA DE OBRA,EMPRESA A,A06724,48,MG,Baixo,0,"0,37","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO REFRIG PL,EMPRESA A,A08505,48,SP,Alto,0,"0,37","0,0","0,0","1,0","2,0","0,0","0,0","0,0",Será desligado
MECANICO MONTADOR,EMPRESA A,A07441,48,PR,Médio,0,"0,39","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SUPERVISOR,EMPRESA C,C03180,48,RJ,Médio,0,"0,39","1,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
TEC. MANUT ELETRONIC,EMPRESA A,A06202,48,SP,Baixo,0,"0,4","0,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C01963,48,SP,Médio,0,"0,41","0,0","0,0","1,0","1,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02356,48,SP,Médio,0,"0,42","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
OPERADOR DE EMPILHAD,EMPRESA A,A03733,48,SP,Médio,0,"0,42","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA A,A05608,48,MG,Médio,0,"0,43","1,0","0,0","0,0","1,0","1,0","0,0","0,0",Será desligado
PEDREIRO,EMPRESA A,A01442,48,RJ,Médio,0,"0,43","1,0","0,0","1,0","4,0","1,0","1,0","0,0",Será desligado
ENCARREGADO PL,EMPRESA A,A04313,48,SP,Alto,0,"0,43","0,0","0,0","0,0","1,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06600,48,RS,Alto,0,"0,44","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Não sera desligado
MECANICO PL,EMPRESA A,A07373,48,SP,Alto,0,"0,45","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A03506,48,SP,Médio,0,"0,45","0,0","0,0","0,0","1,0","1,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A03672,48,SP,Médio,0,"0,45","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A05053,48,MG,Alto,0,"0,46","0,0","0,0","0,0","2,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03266,48,PR,Alto,0,"0,46","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
SOLDADOR,EMPRESA A,A07899,48,MG,Alto,0,"0,47","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
INSTRUMENTISTA MANUT,EMPRESA A,A06387,48,SP,Médio,0,"0,47","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA A,A02697,48,PE,Alto,0,"0,5","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A03522,48,SP,Médio,0,"0,5","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA A,A09060,48,BA,Alto,0,"0,51","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
CALDEIREIRO PL,EMPRESA A,A04250,48,RJ,Alto,0,"0,52","1,0","0,0","1,0","5,0","1,0","1,0","0,0",Será desligado
AUX. DE LUBRIFICADOR,EMPRESA A,A09337,48,SP,Médio,0,"0,53","1,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
PEDREIRO,EMPRESA A,A03082,48,RJ,Alto,0,"0,54","1,0","0,0","1,0","1,0","1,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B00031,48,SP,Médio,0,"0,54","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA A,A05014,48,SP,Alto,0,"0,54","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
ELETRICISTA MONTADOR,EMPRESA A,A07744,48,SP,Médio,0,"0,54","0,0","0,0","1,0","2,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA A,A03781,48,MG,Médio,0,"0,55","0,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
PINTOR INDUSTRIAL,EMPRESA A,A02981,48,RJ,Baixo,0,"0,56","1,0","0,0","0,0","1,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B00794,48,SP,Médio,0,"0,57","1,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A06637,48,SP,Alto,0,"0,57","0,0","0,0","0,0","3,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA SR,EMPRESA A,A06649,48,SP,Alto,0,"0,57","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA A,A09070,48,SP,Alto,0,"0,58","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Não sera desligado
ALMOXARIFE,EMPRESA A,A03429,48,SP,Médio,0,"0,6","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA A,A00663,48,SP,Médio,0,"0,6","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
TEC. ELET. MANUT JR,EMPRESA A,A04054,48,MT,Baixo,0,"0,62","0,0","0,0","0,0","1,0","1,0","1,0","1,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA A,A08620,48,SP,Alto,0,"0,62","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A04833,48,RJ,Alto,0,"0,64","1,0","0,0","1,0","2,0","1,0","1,0","0,0",Será desligado
