Cargo,GRUPO EMPRESA,Matricula,Idade,Estado,Classif. Salário,Situação,Tempo de Empresa,Vale Aliment.,Vale Refei.,Vale Transp.,Qtd. Dependentes,Conv. Médico,Conv. Odonto,Qtd. Promoções,Predição
AJUDANTE LIMPEZA,EMPRESA B,B07232,18,SP,Alto,0,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B06933,18,TO,Alto,0,"0,17","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
APRENDIZ,EMPRESA A,A09623,18,MG,Médio,0,"0,46","0,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA C,C03835,18,SP,Alto,0,"0,3","0,0","1,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06856,19,MT,Alto,0,"0,05","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06272,19,MT,Alto,0,"0,12","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06899,19,SP,Alto,0,"0,12","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A07354,19,SP,Alto,0,"0,12","1,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A09912,19,MG,Alto,0,"0,14","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A09910,19,MG,Alto,0,"0,15","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A08757,19,MG,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A08434,19,MG,Alto,0,"0,24","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07088,19,RJ,Alto,0,"0,24","0,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06936,19,MT,Alto,0,"0,31","0,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05778,19,SP,Alto,0,"0,31","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A10267,19,MG,Alto,0,"0,42","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A09081,19,MG,Médio,0,"0,44","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA A,A08435,19,MG,Médio,0,"0,47","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE REFRIGER,EMPRESA A,A09034,19,SP,Médio,0,"0,54","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Não sera desligado
MECANICO JR,EMPRESA A,A07684,19,MG,Médio,0,"0,55","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
APRENDIZ,EMPRESA A,A07341,19,MG,Baixo,0,"0,59","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A08363,19,MG,Alto,0,"0,71","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX PLANEJAMENTO,EMPRESA A,A08986,19,MG,Baixo,0,"0,75","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06137,19,SP,Alto,0,"0,76","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06471,19,SP,Alto,0,"0,1","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
LIDER DE OPERACOES,EMPRESA A,A08815,19,SP,Alto,0,"0,56","0,0","1,0","0,0","0,0","0,0","1,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07093,20,SP,Alto,0,"0,03","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA C,C03436,20,SP,Alto,0,"0,03","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA C,C03533,20,SP,Médio,0,"0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06113,20,RS,Alto,0,"0,07","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07177,20,MT,Alto,0,"0,1","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06784,20,SP,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","1,0","1,0",Não sera desligado
AUX ALMOXARIFE,EMPRESA A,A08849,20,SP,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A09909,20,MG,Alto,0,"0,14","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO MONTADOR,EMPRESA A,A09047,20,PR,Médio,0,"0,18","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA B,B06726,20,GO,Médio,0,"0,19","0,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B07101,20,SP,Alto,0,"0,19","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06816,20,SP,Alto,0,"0,19","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A09135,20,MG,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06959,20,MT,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A07984,20,SP,Alto,0,"0,24","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A10526,20,SP,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX JARDINAGEM,EMPRESA B,B05892,20,SP,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05434,20,SP,Médio,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A09411,20,MG,Médio,0,"0,33","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05741,20,MT,Alto,0,"0,37","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A09549,20,RJ,Alto,0,"0,41","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A08442,20,MG,Alto,0,"0,42","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A07249,20,MG,Médio,0,"0,44","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA A,A08952,20,SP,Médio,0,"0,53","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A08061,20,MG,Alto,0,"0,59","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A06007,20,RJ,Alto,0,"0,62","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA C,C03066,20,SP,Alto,0,"0,65","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A08470,20,MG,Alto,0,"0,67","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A07818,20,MG,Médio,0,"0,74","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
APRENDIZ,EMPRESA A,A07318,20,SP,Médio,0,"0,82","0,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
SOLDADOR,EMPRESA A,A06550,20,MG,Médio,0,"0,84","1,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A06739,20,MG,Alto,0,"0,92","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA A,A08337,20,SP,Alto,0,"1,02","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Não sera desligado
OF MANUT DE REFRIGER,EMPRESA A,A06558,20,MG,Alto,0,"1,23","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A07256,20,MG,Alto,0,"1,35","0,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A05681,20,SP,Alto,0,"1,75","0,0","0,0","1,0","0,0","0,0","1,0","2,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07159,20,SP,Alto,0,"0,12","1,0","1,0","1,0","1,0","0,0","0,0","0,0",Não sera desligado
AUX JARDINAGEM,EMPRESA B,B06696,20,SP,Alto,0,"0,37","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Não sera desligado
MECANICO PL,EMPRESA A,A09322,20,SP,Alto,0,"0,4","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
1/2 OF DE MANUTENCAO,EMPRESA A,A07707,20,SP,Alto,0,"0,6","1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
1/2 OFICIAL REFRIGER,EMPRESA A,A07394,20,SP,Baixo,0,"0,97","1,0","1,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05163,21,SP,Médio,0,"0,02","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06492,21,SP,Alto,0,"0,03","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A10701,21,MG,Médio,0,"0,04","1,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A10963,21,RS,Baixo,0,"0,05","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05122,21,MT,Médio,0,"0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
OF. DE SERV GERAIS,EMPRESA B,B04505,21,SP,Baixo,0,"0,08","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06362,21,MT,Alto,0,"0,09","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05296,21,PR,Alto,0,"0,09","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A10830,21,MG,Alto,0,"0,1","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Não sera desligado
ELETR. MANUTENCAO PL,EMPRESA C,C03508,21,SP,Alto,0,"0,1","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
CALDEIREIRO PL,EMPRESA A,A09385,21,MG,Alto,0,"0,11","0,0","0,0","0,0","1,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07095,21,MT,Alto,0,"0,11","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A07780,21,SP,Alto,0,"0,11","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B05076,21,MT,Médio,0,"0,12","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03902,21,PR,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX JARDINAGEM,EMPRESA B,B06232,21,SP,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
OPER. MAQ. COSTAL,EMPRESA B,B06052,21,PR,Médio,0,"0,13","1,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06243,21,SP,Alto,0,"0,17","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A04984,21,SP,Médio,0,"0,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05298,21,SP,Alto,0,"0,22","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06031,21,SP,Alto,0,"0,23","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A07694,21,MG,Médio,0,"0,24","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05746,21,MT,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A09000,21,MT,Alto,0,"0,24","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A09596,21,MT,Alto,0,"0,24","1,0","0,0","1,0","0,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B04300,21,SP,Médio,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05613,21,SP,Alto,0,"0,24","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06638,21,SP,Alto,0,"0,24","1,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AUX JARDINAGEM,EMPRESA B,B05893,21,SP,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ALMOXARIFE,EMPRESA A,A10678,21,MG,Alto,0,"0,25","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AUX ADM JR,EMPRESA A,A09148,21,MT,Alto,0,"0,26","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A09250,21,MG,Médio,0,"0,29","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA B,B06324,21,GO,Baixo,0,"0,32","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
MECANICO REFRIG JR,EMPRESA A,A05231,21,PE,Médio,0,"0,33","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05282,21,MT,Alto,0,"0,35","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A09264,21,MG,Alto,0,"0,36","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03505,21,PR,Alto,0,"0,36","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A07117,21,GO,Alto,0,"0,37","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03795,21,MS,Médio,0,"0,38","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA B,B06443,21,GO,Baixo,0,"0,39","0,0","0,0","0,0","1,0","1,0","1,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A09138,21,MG,Alto,0,"0,41","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A09137,21,MG,Alto,0,"0,41","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA A,A06447,21,MT,Médio,0,"0,41","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04584,21,SP,Médio,0,"0,41","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A05242,21,SP,Alto,0,"0,45","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
FAXINEIRO INDUSTRIAL,EMPRESA B,B04271,21,BA,Médio,0,"0,48","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
1/2 OFICIAL ELETRICA,EMPRESA A,A05975,21,MG,Médio,0,"0,48","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A08197,21,MT,Alto,0,"0,48","1,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04168,21,SP,Médio,0,"0,49","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA A,A08262,21,SP,Alto,0,"0,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA C,C03252,21,SP,Alto,0,"0,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A08258,21,MT,Alto,0,"0,53","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA A,A05397,21,RJ,Alto,0,"0,57","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA C,C03255,21,SP,Médio,0,"0,57","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
1/2 OF DE MANUTENCAO,EMPRESA C,C02537,21,SP,Médio,0,"0,58","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A05784,21,MG,Médio,0,"0,59","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04901,21,SP,Alto,0,"0,61","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
OF. DE SERV GERAIS,EMPRESA B,B06735,21,SP,Alto,0,"0,64","1,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA B,B06723,21,GO,Médio,0,"0,65","0,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04867,21,SP,Médio,0,"0,67","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04855,21,MT,Médio,0,"0,68","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA A,A08947,21,SP,Alto,0,"0,69","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Não sera desligado
ASSISTENTE DE PROJ,EMPRESA A,A07849,21,SP,Alto,0,"0,7","0,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05413,21,MT,Alto,0,"0,72","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A08482,21,MG,Alto,0,"0,73","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A05811,21,RJ,Alto,0,"0,75","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A05997,21,RJ,Médio,0,"0,77","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A07681,21,MG,Médio,0,"0,8","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A07641,21,SP,Alto,0,"0,8","0,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
ASSIST ADM JR,EMPRESA A,A07524,21,SP,Médio,0,"0,81","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04077,21,PR,Alto,0,"0,83","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A07668,21,MG,Alto,0,"0,85","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A07911,21,MG,Alto,0,"0,88","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
1/2 OF MEC REFRIGERA,EMPRESA A,A05469,21,MG,Alto,0,"0,95","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA B,B06320,21,GO,Médio,0,1,"0,0","0,0","0,0","2,0","0,0","0,0","0,0",Não sera desligado
AUX SERV GERAIS,EMPRESA B,B04893,21,BA,Médio,0,"1,01","0,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A04157,21,MG,Alto,0,"1,03","0,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
1/2 OFICIAL ELETRICA,EMPRESA A,A06799,21,MG,Alto,0,"1,13","1,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
ASSISTENTE DE PLANEJ,EMPRESA A,A02788,21,MG,Médio,0,"1,23","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A06577,21,MT,Alto,0,"1,23","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE REFRIGER,EMPRESA A,A04408,21,SP,Médio,0,"1,26","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA C,C02658,21,SP,Alto,0,"1,41","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA A,A08321,21,SP,Alto,0,"1,49","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ASSISTENTE DE PLANEJ,EMPRESA A,A07426,21,PR,Alto,0,"1,52","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Não sera desligado
AUX SERV GERAIS,EMPRESA B,B06817,21,SP,Alto,0,"0,02","0,0","1,0","1,0","0,0","0,0","0,0","1,0",Não sera desligado
CALDEIREIRO PL,EMPRESA A,A08979,21,SP,Médio,0,"0,12","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA C,C02430,21,SP,Alto,0,"0,15","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA C,C03487,21,SP,Médio,0,"0,24","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
SOLDADOR PL,EMPRESA A,A10711,21,SP,Médio,0,"0,24","0,0","1,0","1,0","0,0","1,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA C,C03785,21,SP,Alto,0,"0,25","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A07382,21,GO,Alto,0,"0,27","1,0","1,0","0,0","1,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C03478,21,SP,Alto,0,"0,28","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A07018,21,SP,Alto,0,"0,33","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX PLANEJAMENTO,EMPRESA C,C02997,21,SP,Alto,0,"0,43","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C03278,21,SP,Alto,0,"0,57","0,0","1,0","0,0","1,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA PL,EMPRESA C,C03359,21,SP,Médio,0,"0,58","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA C,C03444,21,SP,Alto,0,"0,61","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05587,21,SP,Alto,0,"1,24","1,0","1,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04690,21,MG,Alto,0,"1,55","0,0","1,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C02802,21,SP,Alto,0,"1,68","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06737,22,SP,Alto,0,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05450,22,SP,Alto,0,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04566,22,SP,Médio,0,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06515,22,SP,Alto,0,"0,02","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
CALDEIREIRO PL,EMPRESA C,C03439,22,SP,Alto,0,"0,02","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA B,B02784,22,SP,Baixo,0,"0,02","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06485,22,SP,Alto,0,"0,03","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A10243,22,MT,Alto,0,"0,04","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06331,22,BA,Alto,0,"0,05","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06550,22,MT,Alto,0,"0,05","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA B,B06315,22,GO,Baixo,0,"0,08","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A05662,22,SP,Alto,0,"0,09","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06658,22,SP,Alto,0,"0,09","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B07005,22,SP,Alto,0,"0,11","1,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06601,22,MT,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A10635,22,SP,Alto,0,"0,12","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B03590,22,SP,Médio,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A07162,22,SP,Alto,0,"0,12","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
