Cargo,GRUPO EMPRESA,Matricula,Idade,Estado,Classif. Salário,Situação,Tempo de Empresa,Vale Aliment.,Vale Refei.,Vale Transp.,Qtd. Dependentes,Conv. Médico,Conv. Odonto,Qtd. Promoções
OFICIAL DE MANUTENCAO,EMPRESA A,A09803,40,MG,Alto,1,"0,62","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
TEC EM SEGURANCA PL,EMPRESA A,A09748,40,MT,Alto,1,"0,64","0,0","0,0","0,0","1,0","1,0","0,0","0,0"
TEC PLANEJA SR,EMPRESA A,A09682,40,RS,Alto,1,"0,66","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
SOLDADOR,EMPRESA A,A09646,40,MG,Alto,1,"0,67","1,0","0,0","0,0","0,0","1,0","0,0","1,0"
SUPERVISOR PROJ SR,EMPRESA A,A09591,40,MG,Médio,1,"0,7","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
MOT DE CAMINHAO III,EMPRESA A,A09372,40,MG,Alto,1,"0,77","1,0","0,0","0,0","0,0","0,0","0,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A09178,40,MG,Alto,1,"0,84","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A09106,40,MG,Alto,1,"0,85","0,0","0,0","0,0","4,0","1,0","1,0","1,0"
SOLDADOR,EMPRESA A,A09083,40,MG,Alto,1,"0,87","1,0","0,0","0,0","2,0","1,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA A,A09053,40,BA,Alto,1,"0,88","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO REFRIG PL,EMPRESA A,A09057,40,BA,Alto,1,"0,88","0,0","0,0","0,0","2,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A08961,40,RJ,Alto,1,"0,92","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
JARDINEIRO,EMPRESA B,B06505,40,SP,Alto,1,"0,97","1,0","0,0","0,0","4,0","0,0","1,0","0,0"
ANALISTAS.SUPRIMENTOS JR,EMPRESA A,A08802,40,SP,Alto,1,"0,99","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
AJUDANTE DE MECANICO,EMPRESA A,A08762,40,SP,Alto,1,1,"1,0","0,0","0,0","1,0","1,0","1,0","0,0"
ELETROMECANICO JR,EMPRESA A,A08690,40,TO,Alto,1,"1,03","0,0","0,0","0,0","3,0","0,0","0,0","0,0"
MECANICO REFRIG PL,EMPRESA A,A08692,40,TO,Alto,1,"1,03","0,0","0,0","0,0","2,0","0,0","1,0","1,0"
ARTIFICE CIVIL,EMPRESA B,B06360,40,MT,Alto,1,"1,08","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A08515,40,RS,Baixo,1,"1,09","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
ARTIFICE CIVIL,EMPRESA B,B06321,40,GO,Médio,1,"1,11","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A08427,40,MG,Alto,1,"1,12","1,0","0,0","0,0","1,0","0,0","0,0","0,0"
TEC EM SEGURANCA JR,EMPRESA A,A08356,40,MG,Alto,1,"1,15","1,0","0,0","0,0","3,0","1,0","1,0","0,0"
ALMOXARIFE,EMPRESA A,A08352,40,BA,Alto,1,"1,16","0,0","0,0","0,0","3,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA A,A08107,40,RJ,Alto,1,"1,23","1,0","0,0","0,0","0,0","0,0","1,0","0,0"
PINTOR INDUSTRIAL,EMPRESA A,A07999,40,RJ,Alto,1,"1,28","1,0","0,0","0,0","2,0","1,0","1,0","0,0"
AUX JARDINAGEM,EMPRESA B,B06102,40,RS,Alto,1,"1,35","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06035,40,MT,Alto,1,"1,42","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
CALDEIREIRO PL,EMPRESA A,A07410,40,MG,Alto,1,"1,52","0,0","0,0","0,0","1,0","0,0","1,0","1,0"
JARDINEIRO,EMPRESA B,B05874,40,MT,Alto,1,"1,54","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
OF DE MANUTENCAO,EMPRESA A,A07331,40,RS,Alto,1,"1,54","0,0","0,0","0,0","1,0","1,0","0,0","0,0"
ANALISTAS. FACILITIES PL.,EMPRESA A,A07240,40,MG,Baixo,1,"1,6","1,0","0,0","0,0","3,0","1,0","0,0","0,0"
TEC EM SEGURANCA PL,EMPRESA A,A07191,40,SP,Alto,1,"1,61","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ENCARREGADO,EMPRESA A,A07093,40,MG,Alto,1,"1,65","1,0","0,0","0,0","2,0","1,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA B,B05691,40,MT,Alto,1,"1,72","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A06686,40,RJ,Alto,1,"1,84","1,0","0,0","1,0","2,0","0,0","1,0","0,0"
TEC EM SEGURANCA SR,EMPRESA A,A06639,40,SP,Alto,1,"1,86","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
TEC EM SEGURANCA SR,EMPRESA A,A06648,40,SP,Alto,1,"1,86","0,0","0,0","0,0","2,0","1,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA B,B05510,40,MT,Alto,1,"1,91","1,0","0,0","0,0","0,0","0,0","1,0","0,0"
MECANICO SR,EMPRESA A,A06059,40,MT,Alto,1,"2,2","1,0","0,0","1,0","1,0","1,0","0,0","3,0"
SUPERVISOR PROJ PL,EMPRESA A,A05912,40,SP,Alto,1,"2,29","0,0","0,0","0,0","0,0","1,0","0,0","2,0"
SUPERVISOR,EMPRESA A,A05794,40,SP,Alto,1,"2,37","1,0","0,0","0,0","1,0","1,0","1,0","1,0"
TECNICO MECANICA,EMPRESA A,A05382,40,MG,Alto,1,"2,6","1,0","0,0","0,0","2,0","1,0","1,0","2,0"
COORD OPERACIONAL,EMPRESA A,A05253,40,DF,Alto,1,"2,66","0,0","0,0","0,0","4,0","1,0","1,0","2,0"
AUX SERV GERAIS,EMPRESA A,A04993,40,RJ,Alto,1,"2,77","0,0","0,0","0,0","2,0","1,0","0,0","0,0"
COORD OPERACIONAL,EMPRESA A,A04832,40,RJ,Alto,1,"2,81","1,0","0,0","0,0","1,0","1,0","1,0","1,0"
ANALISTASISTA PLANEJAMENT PL,EMPRESA A,A04780,40,BA,Alto,1,"2,86","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B04458,40,MT,Alto,1,"3,08","0,0","0,0","0,0","0,0","0,0","0,0","2,0"
AJUDANTE LIMPEZA,EMPRESA B,B04404,40,MG,Alto,1,"3,1","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
COORD OPERACIONAL,EMPRESA A,A04351,40,SP,Médio,1,"3,19","0,0","0,0","0,0","2,0","1,0","1,0","3,0"
AJUDANTE LIMPEZA,EMPRESA B,B04230,40,SP,Alto,1,"3,28","0,0","0,0","0,0","2,0","0,0","0,0","0,0"
AUXILIAR OPERACIONAL,EMPRESA A,A06143,40,RJ,Alto,1,"3,31","1,0","0,0","0,0","2,0","1,0","0,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B03986,40,MT,Alto,1,"3,43","1,0","0,0","0,0","0,0","0,0","1,0","0,0"
TEC EM SEGURANCA PL,EMPRESA A,A04058,40,SP,Alto,1,"3,44","0,0","0,0","0,0","2,0","1,0","0,0","1,0"
ARTIFICE CIVIL,EMPRESA B,B03517,40,MG,Médio,1,"3,74","0,0","0,0","0,0","0,0","1,0","0,0","1,0"
SUPERVISOR PROJ SR,EMPRESA A,A03300,40,SP,Médio,1,"3,9","0,0","0,0","0,0","0,0","1,0","0,0","2,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A03174,40,SP,Alto,1,"4,01","1,0","0,0","0,0","4,0","0,0","0,0","1,0"
ENCARREGADO LIMPEZA,EMPRESA B,B03110,40,SP,Alto,1,"4,19","0,0","0,0","0,0","2,0","0,0","0,0","3,0"
PINTOR PREDIAL,EMPRESA A,A02934,40,RJ,Alto,1,"4,3","1,0","0,0","1,0","1,0","0,0","1,0","2,0"
ELETR. MANUTENCAO SR,EMPRESA A,A01378,40,GO,Alto,1,"5,95","1,0","0,0","1,0","2,0","1,0","1,0","2,0"
SUPERVISOR,EMPRESA A,A01098,40,SP,Alto,1,"6,54","0,0","0,0","0,0","3,0","1,0","1,0","4,0"
MECANICO SR,EMPRESA A,A00915,40,MG,Alto,1,"7,01","0,0","0,0","0,0","4,0","1,0","1,0","2,0"
SUPERVISOR,EMPRESA A,A00927,40,MG,Alto,1,"7,01","0,0","0,0","0,0","3,0","1,0","1,0","4,0"
MECANICO SR,EMPRESA A,A00819,40,MT,Alto,1,"7,01","0,0","0,0","0,0","2,0","1,0","1,0","4,0"
ALMOXARIFE LIDER,EMPRESA A,A00894,40,SP,Alto,1,"7,01","0,0","0,0","0,0","1,0","1,0","1,0","5,0"
FUNILEIRO MONTADOR,EMPRESA A,A00185,40,RJ,Alto,1,"8,54","1,0","0,0","1,0","3,0","1,0","0,0","1,0"
CALDEIREIRO PL,EMPRESA C,C03923,40,SP,Alto,1,"0,19","0,0","1,0","0,0","3,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07119,40,MG,Alto,1,"0,28","1,0","1,0","1,0","1,0","1,0","0,0","0,0"
ENCARREGADO LIMPEZA,EMPRESA B,B07076,40,MG,Alto,1,"0,31","1,0","1,0","1,0","2,0","1,0","0,0","0,0"
ERGONOMISTA,EMPRESA C,C03809,40,SP,Alto,1,"0,4","0,0","1,0","0,0","1,0","1,0","1,0","0,0"
SUPERVISOR,EMPRESA C,C03774,40,SP,Alto,1,"0,47","0,0","1,0","0,0","1,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B06530,40,SP,Alto,1,"0,94","0,0","1,0","1,0","0,0","0,0","0,0","0,0"
ASSIST ADM PL,EMPRESA C,C03482,40,SP,Alto,1,"1,14","0,0","1,0","0,0","3,0","0,0","0,0","2,0"
TEC PLANEJA PL,EMPRESA C,C03431,40,SP,Alto,1,"1,25","0,0","1,0","0,0","2,0","0,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA C,C03223,40,SP,Alto,1,"1,58","0,0","1,0","0,0","1,0","1,0","0,0","0,0"
SUPERVISOR PROJ PL,EMPRESA A,A06597,40,SP,Médio,1,"1,9","0,0","1,0","0,0","1,0","1,0","1,0","3,0"
ARTIFICE CIVIL,EMPRESA C,C02969,40,SP,Alto,1,"2,11","0,0","1,0","1,0","0,0","0,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA C,C02898,40,ES,Alto,1,"2,23","0,0","1,0","0,0","0,0","1,0","0,0","0,0"
TECNICO MECANICA,EMPRESA C,C02843,40,SP,Alto,1,"2,34","0,0","1,0","0,0","0,0","0,0","0,0","1,0"
MECANICO PL,EMPRESA A,A05087,40,SP,Médio,1,"2,71","0,0","1,0","0,0","2,0","0,0","0,0","0,0"
SOLDADOR PL,EMPRESA A,A05056,40,SP,Alto,1,"2,73","1,0","1,0","1,0","1,0","1,0","0,0","1,0"
MECANICO JR,EMPRESA A,A04913,40,SP,Alto,1,"2,82","1,0","1,0","1,0","3,0","1,0","1,0","0,0"
RECEPCIONISTA BILING,EMPRESA B,B04228,40,SP,Alto,1,"3,27","1,0","1,0","1,0","3,0","1,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B03977,40,SP,Alto,1,"3,43","1,0","1,0","1,0","2,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B03984,40,SP,Médio,1,"3,43","1,0","1,0","1,0","0,0","0,0","0,0","2,0"
OFICIAL DE MANUTENCAO,EMPRESA C,C00447,40,ES,Alto,1,"5,95","0,0","1,0","1,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B01513,40,SP,Alto,1,"5,95","1,0","1,0","0,0","0,0","0,0","0,0","1,0"
ELETROMECANICO PL,EMPRESA C,C00300,40,SP,Alto,1,"6,37","0,0","1,0","0,0","2,0","1,0","1,0","2,0"
OFICIAL DE MANUTENCAO,EMPRESA C,C04014,41,SP,Alto,1,"-0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ANALISTASIST DE AUTOMACAO,EMPRESA A,A11576,41,SP,Alto,1,0,"0,0","0,0","0,0","1,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07356,41,BA,Alto,1,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
SOLDADOR,EMPRESA A,A11560,41,MG,Alto,1,"0,01","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A11565,41,RS,Alto,1,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B07357,41,SP,Alto,1,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
TECNICO REFRIGERACAO,EMPRESA C,C04006,41,SP,Alto,1,"0,02","0,0","0,0","0,0","2,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A11494,41,MG,Médio,1,"0,03","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
OP. DE MAQUINAS I,EMPRESA A,A11493,41,MG,Baixo,1,"0,03","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
CALDEIREIRO PL,EMPRESA A,A11470,41,MG,Médio,1,"0,05","1,0","0,0","0,0","1,0","0,0","0,0","0,0"
INSTRUMENTISTA MANUT,EMPRESA A,A11434,41,BA,Alto,1,"0,07","0,0","0,0","0,0","3,0","1,0","1,0","0,0"
CALDEIREIRO PL,EMPRESA A,A11436,41,RS,Baixo,1,"0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ANALISTAS ADM PROJETOS,EMPRESA A,A11418,41,SP,Médio,1,"0,08","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ELETROMECANICO PL,EMPRESA A,A11399,41,SP,Alto,1,"0,09","0,0","0,0","0,0","3,0","1,0","1,0","0,0"
SOLDADOR,EMPRESA A,A11324,41,MG,Alto,1,"0,11","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07244,41,MT,Alto,1,"0,12","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
TECNICO MECANICA,EMPRESA C,C03962,41,SP,Médio,1,"0,12","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
SUPERVISOR,EMPRESA A,A11286,41,MG,Alto,1,"0,13","1,0","0,0","0,0","2,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07234,41,ES,Alto,1,"0,15","1,0","0,0","0,0","2,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A11243,41,SP,Médio,1,"0,15","1,0","0,0","1,0","1,0","0,0","0,0","0,0"
ALMOXARIFE,EMPRESA A,A11162,41,SP,Alto,1,"0,16","0,0","0,0","0,0","2,0","1,0","0,0","0,0"
TEC CALD E MECANICA,EMPRESA A,A11192,41,SP,Baixo,1,"0,16","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A11092,41,MG,Médio,1,"0,17","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A11109,41,MG,Alto,1,"0,17","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
LIDER MANUT CIVIL.,EMPRESA A,A11045,41,MG,Alto,1,"0,18","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
CALDEIREIRO PL,EMPRESA A,A10989,41,MG,Alto,1,"0,2","0,0","0,0","0,0","1,0","0,0","1,0","0,0"
TEC EM SEGURANCA SR,EMPRESA B,B07139,41,BA,Baixo,1,"0,24","0,0","0,0","0,0","2,0","0,0","0,0","0,0"
ENCARREGADO,EMPRESA A,A10905,41,MG,Alto,1,"0,24","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10897,41,MG,Médio,1,"0,24","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO SR,EMPRESA A,A10868,41,MS,Alto,1,"0,24","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
JARDINEIRO,EMPRESA B,B07137,41,SP,Alto,1,"0,24","0,0","0,0","1,0","4,0","0,0","1,0","0,0"
JARDINEIRO,EMPRESA B,B07145,41,TO,Alto,1,"0,24","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
AUX ALMOXARIFE,EMPRESA A,A10808,41,RJ,Alto,1,"0,26","1,0","0,0","1,0","3,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10739,41,MG,Alto,1,"0,28","0,0","0,0","0,0","3,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A10754,41,MG,Médio,1,"0,28","1,0","0,0","0,0","2,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10767,41,MG,Médio,1,"0,28","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B07098,41,SP,Alto,1,"0,28","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
ELETROMECANICO PL,EMPRESA A,A10643,41,MT,Alto,1,"0,32","0,0","0,0","0,0","2,0","0,0","1,0","0,0"
SOLDADOR,EMPRESA A,A10604,41,MG,Alto,1,"0,33","1,0","0,0","0,0","1,0","1,0","0,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A10590,41,TO,Alto,1,"0,33","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A10564,41,MG,Alto,1,"0,34","1,0","0,0","1,0","3,0","1,0","1,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A10514,41,SP,Médio,1,"0,36","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ASSIST ADM PL,EMPRESA A,A10520,41,TO,Alto,1,"0,36","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
JARDINEIRO,EMPRESA A,A10477,41,RJ,Alto,1,"0,37","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06945,41,SP,Alto,1,"0,43","1,0","0,0","0,0","1,0","0,0","0,0","0,0"
MECANICO SR,EMPRESA A,A10322,41,SP,Alto,1,"0,43","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
ELETR. MANUTENCAO PL,EMPRESA A,A10264,41,RS,Alto,1,"0,45","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06908,41,PE,Alto,1,"0,47","0,0","0,0","0,0","1,0","1,0","0,0","0,0"
MECANICO MONTADOR,EMPRESA A,A10212,41,PR,Alto,1,"0,47","0,0","0,0","0,0","2,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06880,41,BA,Alto,1,"0,51","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
TEC EM SEGURANCA PL,EMPRESA A,A10038,41,MG,Alto,1,"0,53","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
TEC EM SEGURANCA PL,EMPRESA A,A10051,41,SP,Alto,1,"0,53","0,0","0,0","0,0","3,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06847,41,SP,Alto,1,"0,54","1,0","0,0","0,0","1,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A09897,41,SP,Alto,1,"0,59","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
CALDEIREIRO/SOLDADOR,EMPRESA A,A09881,41,MG,Médio,1,"0,61","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A09836,41,MG,Alto,1,"0,61","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ASSIST ADM PL,EMPRESA A,A09790,41,SP,Alto,1,"0,62","1,0","0,0","0,0","4,0","1,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A09695,41,TO,Médio,1,"0,66","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A09642,41,MG,Médio,1,"0,68","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
TEC PLANEJA PL,EMPRESA A,A09420,41,SP,Alto,1,"0,75","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A09370,41,MG,Alto,1,"0,77","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B06677,41,MT,Alto,1,"0,77","1,0","0,0","1,0","0,0","0,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A09273,41,MG,Alto,1,"0,78","1,0","0,0","0,0","0,0","0,0","0,0","1,0"
ELETR. MANUTENCAO JR,EMPRESA A,A09226,41,MG,Alto,1,"0,81","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A09042,41,MT,Alto,1,"0,88","1,0","0,0","1,0","1,0","1,0","1,0","0,0"
AUX JARDINAGEM,EMPRESA A,A09029,41,SP,Alto,1,"0,89","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA A,A09019,41,RJ,Alto,1,"0,9","1,0","0,0","1,0","0,0","0,0","0,0","0,0"
AUXILIAR OPERACIONAL,EMPRESA A,A08825,41,RJ,Médio,1,"0,95","1,0","0,0","1,0","2,0","0,0","0,0","0,0"
BOMB HIDR ESPECIALIZ,EMPRESA A,A08796,41,MG,Baixo,1,"0,99","1,0","0,0","1,0","1,0","1,0","1,0","1,0"
SUPERVISOR,EMPRESA A,A08674,41,RS,Alto,1,"1,03","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A08619,41,RJ,Alto,1,"1,04","1,0","0,0","1,0","2,0","1,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A08583,41,TO,Médio,1,"1,07","0,0","0,0","0,0","3,0","1,0","1,0","0,0"
